179736,<p><a href="http://docs.djangoproject.com/en/dev/ref/forms/widgets/#django.forms.Select" rel="noreferrer">http://docs.djangoproject.com/en/dev/ref/forms/widgets/#django.forms.Select</a></p><p>Here it says I can do SELECT widgets. But how do I do that?It doesn't show any example on how to write that field in python.</p><pre><code> &lt;select&gt;   &lt;option&gt;option 1&lt;/option&gt;   &lt;option&gt;option 2&lt;/option&gt; &lt;/select&gt;</code></pre>,How do I use Django's form framework for select options?,<python><html><django><forms>
179736,<p><a href="http://en.wikipedia.org/wiki/Cosine_similarity" rel="noreferrer">Cosine Similarity article on Wikipedia</a></p><p>Can you show the vectors here (in a list or something)and then do the math and let us see how it works?</p><p>I'm a beginner.</p>,Can someone give an example of cosine similarity in a very simple graphical way?,<text><data-mining><cosine-similarity>
49153,<p><code>* ? +</code> characters all mean match this character. Which character means 'don't' match this? Examples would help.</p>,Which regular expression operator means 'Don't' match this character?,<regex>
179736,<p><code>findOne()</code> results in pretty-print json object.</p><p><code>find()</code> results in jarbled json object.</p><p>How can I make <code>find()</code> the same as <code>findOne()</code> when it comes to display in the mongo shell?</p>,In Mongo how do I pretty-print results so .find() looks like .findOne(),<mongodb><database>
63051,<p><code>java.util.Date</code> vs <code>java.sql.Date</code>: when to use which and why?</p>,java.util.Date vs java.sql.Date,<java><sql><datetime><date><jdbc>
63051,<p><strong>Velocity or FreeMarker?</strong></p><p>They look pretty much the same even the syntax?</p><p>What to use? Or when to use what?</p>,Velocity vs. FreeMarker,<java><velocity><template-engine><freemarker>
9951,<p>A colleague once told me that the last option when everything has failed to debug on Linux was to use <a href="http://man7.org/linux/man-pages/man1/strace.1.html" rel="noreferrer">strace</a>.</p><p>I tried to learn the science behind this strange tool but I am not a system admin guru and I didn’t really get results.</p><p>So</p><ul><li>What is it exactly and what does it do?</li><li>How and in which cases should it be used?</li><li>How should the output be understood and processed?</li></ul><p>In brief <em>in simple words</em> how does this stuff work?</p>,How should strace be used?,<linux><debugging><strace>
4883,<p>According to the documentation they're pretty much interchangeable.  Is there a stylistic reason to use one over the other?</p>,Single quotes vs. double quotes in Python,<python><coding-style>
87234,<p>After reading <a href="http://groups.google.com/group/comp.lang.c++.moderated/msg/33f173780d58dd20" rel="noreferrer">Hidden Features and Dark Corners of C++/STL</a> on <code>comp.lang.c++.moderated</code> I was completely surprised that the following snippet compiled and worked in both Visual Studio 2008 and G++ 4.4.</p><p>Here's the code:</p><pre><code>#include &lt;stdio.h&gt;int main(){    int x = 10;    while (x --&gt; 0) // x goes to 0    {        printf(&quot;%d &quot; x);    }}</code></pre><p>Output:</p><pre><code>9 8 7 6 5 4 3 2 1 0</code></pre><p>I'd assume this is C since it works in GCC as well. Where is this defined in the standard and where has it come from?</p>,What is the "-->" operator in C++?,<c++><c><operators><code-formatting><standards-compliance>
51816,<p>All I want to do is to check whether an element exists in the vector or not so I can deal with each case.</p><pre><code>if ( item_present )   do_this();else   do_that();</code></pre>,How to find out if an item is present in a std::vector?,<c++><vector><std>
179736,<p>And then alert the file name?</p>,How do I use JQuery to detect if a file input has a file selected?,<javascript><jquery><html><css>
51816,<p>Anyone knows if multiply operator is faster than using the Math.Pow method? Like:</p><pre><code>n * n * n</code></pre><p>vs</p><pre><code>Math.Pow ( n 3 )</code></pre>,Math.Pow vs multiply operator (performance),<c#><.net><performance><pow>
6068,<p>Are there any libraries or methods to mock out the file system in C# to write unit tests? In my current case I have methods that check whether certain file exists and read the creation date. I may need more than that in future.</p>,How do you mock out the file system in C# for unit testing?,<c#><unit-testing><mocking>
63051,<p>Are they the same or not? Can certain things be done with one but not the other? What are those? Or is it at the end of the day a matter of familiarity?</p>,What is better curl or wget?,<linux><curl><wget>
6068,<p>At least on my local instance when I create tables they are all prefixed with "dbo.". Why is that?</p>,Why do table names in SQL Server start with "dbo"?,<sql-server>
51816,<p>Basically I have some variables that I don't want to preinitialize:</p><pre><code>originalTime = NonerecentTime = NonepostTime = Nonedef DoSomething ( ) :    if originalTime == None or (postTime - recentTime).seconds &gt; 5 :        ...</code></pre><p>I get compile error on the if:</p><pre><code>UnboundLocalError: local variable 'originalTime' referenced before assignment</code></pre><p>As you can see all the variables have different relationship that either has to be set right (time time + 5 etc) or None at all but I don't wanna set them to precalculated values when just declaring them to None is easier.</p><p>Any ideas?</p>,How to initialize variables to None/Undefined and compare to other variables in Python?,<python>
51816,<p>Basically I want to do this:</p><pre><code>obj = 'str'type ( obj ) == string</code></pre><p>I tried:</p><pre><code>type ( obj ) == type ( string )</code></pre><p>and it didn't work.</p><p>Also what about the other types? For example I couldn't replicate <code>NoneType</code>.</p>,How to compare type of an object in Python?,<python><types><compare>
51816,<p>Basically I want to get a handle of the python interpreter so I can pass a script file to execute (from an external application).</p>,How to get the python.exe location programmatically?,<python>
51816,<p>Basically when I have a python file like:</p><pre><code>python-code.py</code></pre><p>and use:</p><pre><code>import (python-code)</code></pre><p>the interpreter gives me syntax error.</p><p>Any ideas on how to fix it? Are dashes illegal in python file names?</p>,Is it ok to use dashes in Python files when trying to import them?,<python><naming>
179736,<p>Because I see a lot of processes there and the "time" column shows big values for all of them.</p>,How do I kill all the processes in Mysql "show processlist"?,<mysql><database>
179736,<p>Can I have certain settings that are universal for all my users?</p>,How to set environment variable for everyone under my linux system?,<linux><unix><bash>
49153,<p>Can JavaScript classes/objects have constructors? How are they created?</p>,Constructors in JavaScript objects,<javascript><oop>
63051,<p>Can two files be swapped in bash?</p><p>Or can they be swapped in a shorter way than this:</p><pre><code>cp old tmpcp curr oldcp tmp currrm tmp</code></pre>,Shortest way to swap two files in bash,<linux><bash><command-line>
49153,<p>Can you help me refactor this code:</p><pre><code>public void keyPressed(KeyEvent e)    {    if (e.getKeyCode()==39)    {                //Right arrow key code    }    else if (e.getKeyCode()==37)    {                //Left arrow key code    }    repaint();}</code></pre><p>Please mention how to check for up/down arrow keys as well.Thanks!</p>,How to check if the key pressed was an arrow key in Java KeyListener?,<java><events>
49153,<p>Currently i'm using this reg exp:</p><pre><code>var valid = (value.match(/^\d+$/));</code></pre><p>But for digits like '0.40' or '2.43' this doesn't work. How can I change that reg exp above to match floats as well?</p>,How to validate digits (including floats) in javascript,<javascript><regex>
49153,<p>Currently if I supply no extensions to the class it allows no extensions. I would like to allow all extensions. Is there any way to do this without hacking the core?</p>,How to make CodeIgniter file upload class accept all extensions?,<php><codeigniter>
179736,<p>Currently if the person presses <kbd>enter</kbd> inside the text area the form will submit.<br>Good I want that.</p><p>But when they type <kbd>shift</kbd> + <kbd>enter</kbd> I want the textarea to move to the next line: <code>\n</code> </p><p>How can I do that in <code>JQuery</code> or plain JavaScript as simple as possible?</p>,How do I detect "shift+enter" and generate a new line in Textarea?,<javascript><jquery><html><css>
63051,<p>Do you know an API that lets you trade with real life stock or currency?</p><p>If so please describe your experience:</p><ul><li>ease of development</li><li>commissions</li><li>sandbox environment?</li><li>etc.</li></ul>,Real life trading API,<web-services><api><finance>
51816,<p>Does Python have something like an empty string variable where you can do:</p><pre><code>if myString == string.empty:</code></pre><p>Regardless what's the most elegant way to check for empty string values? I find hard coding <code>""</code> every time for checking an empty string not as good.</p>,How to check if the string is empty?,<python><string><comparison-operators>
63051,<p>Does amazon s3 support batch uploads? I have a job that needs to upload each night ~100K of files that can be up to 1G but is strongly skewed towards small files (90% are less than 100 bytes and 99% are less than 1000 bytes long).</p><p>Does the s3 API support uploading multiple objects in a single HTTP call?</p><p>All the objects must be available in S3 as individual objects. I cannot host them anywhere else (FTP etc) or in another format (Database EC2 local drive etc). That is an external requirement that I cannot change.</p>,Is it possible to perform a batch upload to amazon s3?,<web-services><amazon-web-services><amazon-s3><cloud><blob>
51816,<p>Does anyone know how to do convert from a string to a boolean in Python? I found <a href="http://codecomments.wordpress.com/2008/04/08/converting-a-string-to-a-boolean-value-in-python/" rel="noreferrer">this link</a>. But it doesn't look like a proper way to do it.  I.e. using built-in functionality etc.</p><p>The reason I'm asking this is because I learned about <code>int("string")</code> from here. But when trying <code>bool("string")</code> it always returns <code>True</code>:</p><pre><code>&gt;&gt;&gt; bool("False")True</code></pre>,Converting from a string to boolean in Python?,<python><string><boolean>
6068,<p>Due to external weird constraints I cannot modify the <code>.gitignore</code> of my repository. Is there a way to ignore files and directories other than modifying a <code>.gitignore</code>? Even if it is a global solution like a global configuration that will be applied to all my repositories.</p>,How do you make Git ignore files without using .gitignore?,<git><version-control>
179736,<p>First I create my database.</p><pre><code>create database mydb;</code></pre><p>I add "south" to installed Apps.  Then I go to this tutorial:  <a href="http://south.aeracode.org/docs/tutorial/part1.html" rel="noreferrer">http://south.aeracode.org/docs/tutorial/part1.html</a></p><p>The tutorial tells me to do this:</p><pre><code>$ py manage.py  schemamigration wall --initial&gt;&gt;&gt; Created 0001_initial.py. You can now apply this migration with: ./manage.py migrate wall</code></pre><p>Great now I migrate.</p><pre><code>$ py manage.py migrate wall</code></pre><p>But it gives me this error...</p><pre><code>django.db.utils.DatabaseError: (1146 "Table 'fable.south_migrationhistory' doesn't exist")</code></pre><p>So I use Google (which never works. hence my 870 questions asked on Stackoverflow) and I get this page: <a href="http://groups.google.com/group/south-users/browse_thread/thread/d4c83f821dd2ca1c" rel="noreferrer">http://groups.google.com/group/south-users/browse_thread/thread/d4c83f821dd2ca1c</a></p><p>Alright so I follow that instructions</p><pre><code>&gt;&gt; Drop database mydb;&gt;&gt; Create database mydb;$ rm -rf ./wall/migrations$ py manage.py syncdb</code></pre><p>But when I run syncdb Django creates a bunch of tables. Yes it creates the south_migrationhistory table but <strong>it also creates my app's tables.</strong></p><pre><code>Synced: &gt; django.contrib.admin &gt; django.contrib.auth &gt; django.contrib.contenttypes &gt; django.contrib.sessions &gt; django.contrib.sites &gt; django.contrib.messages &gt; south &gt; fable.notification &gt; pagination &gt; timezones &gt; fable.wall &gt; mediasync &gt; staticfiles &gt; debug_toolbarNot synced (use migrations): - (use ./manage.py migrate to migrate these)</code></pre><p>Cool....now it tells me to migrate these.  So I do this:</p><pre><code>$ py manage.py  migrate wallThe app 'wall' does not appear to use migrations.</code></pre><p>Alright so fine. I'll add wall to initial migrations.</p><pre><code>$ py manage.py schemamigration wall --initial</code></pre><p>Then I migrate:</p><pre><code>$ py manage.py migrate wall</code></pre><p>You know what? It gives me this BS:</p><pre><code>_mysql_exceptions.OperationalError: (1050 "Table 'wall_content' already exists")</code></pre><p>Sorry this is really pissing me off. Can someone help ? thanks.</p><p>How do I get South to work and sync correctly with everything? The only thing I can think of is remove my app from INSTALLED_APPS then run syncdb then add it back on.</p><p><strong>That is SO SILLY.</strong></p>,Why don't my south migrations work?,<python><django><migration><django-south>
179736,<p>For example a HTTP REST API just returned me a JSON but of course it's a string right now. How can I turn it into a JSON?</p>,In Node.js how do I turn a string to a json?,<javascript><json><http><node.js>
179736,<p>For example on July 5 2010 I would like to calculate the string</p><pre><code> July 5 2010</code></pre><p>How should this be done?</p>,How do I get a string format of the current date time in python?,<python><datetime>
6068,<p>For some integration tests I want to connect to the database and run a .sql file that has the schema needed for the tests to actually run including GO statements. How can I execute the .sql file? (or is this totally the wrong way to go?)</p><p>I've found <a href="http://social.msdn.microsoft.com/Forums/en-US/adodotnetdataproviders/thread/43e8bc3a-1132-453b-b950-09427e970f31" rel="noreferrer">a post in the MSDN forum</a> showing this code:</p><pre><code>using System.Data.SqlClient;using System.IO;using Microsoft.SqlServer.Management.Common;using Microsoft.SqlServer.Management.Smo;namespace ConsoleApplication1{    class Program    {        static void Main(string[] args)        {            string sqlConnectionString = "Data Source=(local);Initial Catalog=AdventureWorks;Integrated Security=True";            FileInfo file = new FileInfo("C:\\myscript.sql");            string script = file.OpenText().ReadToEnd();            SqlConnection conn = new SqlConnection(sqlConnectionString);            Server server = new Server(new ServerConnection(conn));            server.ConnectionContext.ExecuteNonQuery(script);        }    }}</code></pre><p>but on the last line I'm getting this error: </p><blockquote>  <p>System.Reflection.TargetInvocationException:  Exception has been thrown by the  target of an invocation. --->   System.TypeInitializationException:  The type initializer for ''  threw an exception. --->   .ModuleLoadException:  The C++ module failed to load during  appdomain initialization.  --->   System.DllNotFoundException: Unable to  load DLL 'MSVCR80.dll': The specified  module could not be found. (Exception  from HRESULT: 0x8007007E).</p></blockquote><p>I was told to go and download that DLL from somewhere but that sounds very hacky. Is there a cleaner way to? Is there another way to do it? What am I doing wrong?</p><p>I'm doing this with Visual Studio 2008 SQL Server 2008 .Net 3.5SP1 and C# 3.0.</p>,How can I execute a .sql from C#?,<c#><sql><sql-server><sql-server-2008>
4883,<p>Given the hash of a blob is there a way to get a list of commits that have this blob in their tree?</p>,Which commit has this blob?,<git><version-control>
6068,<p>Having the hours and minutes is there any easier or better way to set it into a Calendar object than:</p><pre><code>calendar.set(calendar.get(Calendar.YEAR)                        calendar.get(Calendar.MONTH)                        calendar.get(Calendar.DAY_OF_MONTH)                        hour minute);</code></pre>,How do you set the time and only the time in a calendar in Java?,<java><date><calendar><hour><minute>
87234,<p>Here is a piece of C++ code that shows some very peculiar behavior. For some strange reason sorting the data miraculously makes the code almost six times faster:</p><pre class="lang-cpp prettyprint-override"><code>#include &lt;algorithm&gt;#include &lt;ctime&gt;#include &lt;iostream&gt;int main(){    // Generate data    const unsigned arraySize = 32768;    int data[arraySize];    for (unsigned c = 0; c &lt; arraySize; ++c)        data[c] = std::rand() % 256;    // !!! With this the next loop runs faster.    std::sort(data data + arraySize);    // Test    clock_t start = clock();    long long sum = 0;    for (unsigned i = 0; i &lt; 100000; ++i)    {        // Primary loop        for (unsigned c = 0; c &lt; arraySize; ++c)        {            if (data[c] &gt;= 128)                sum += data[c];        }    }    double elapsedTime = static_cast&lt;double&gt;(clock() - start) / CLOCKS_PER_SEC;    std::cout &lt;&lt; elapsedTime &lt;&lt; std::endl;    std::cout &lt;&lt; &quot;sum = &quot; &lt;&lt; sum &lt;&lt; std::endl;}</code></pre><ul><li>Without <code>std::sort(data data + arraySize);</code> the code runs in 11.54 seconds.</li><li>With the sorted data the code runs in 1.93 seconds.</li></ul><hr /><p>Initially I thought this might be just a language or compiler anomaly so I tried Java:</p><pre class="lang-java prettyprint-override"><code>import java.util.Arrays;import java.util.Random;public class Main{    public static void main(String[] args)    {        // Generate data        int arraySize = 32768;        int data[] = new int[arraySize];        Random rnd = new Random(0);        for (int c = 0; c &lt; arraySize; ++c)            data[c] = rnd.nextInt() % 256;        // !!! With this the next loop runs faster        Arrays.sort(data);        // Test        long start = System.nanoTime();        long sum = 0;        for (int i = 0; i &lt; 100000; ++i)        {            // Primary loop            for (int c = 0; c &lt; arraySize; ++c)            {                if (data[c] &gt;= 128)                    sum += data[c];            }        }        System.out.println((System.nanoTime() - start) / 1000000000.0);        System.out.println(&quot;sum = &quot; + sum);    }}</code></pre><p>With a similar but less extreme result.</p><hr /><p>My first thought was that sorting brings the data into the <a href="https://en.wikipedia.org/wiki/CPU_cache" rel="noreferrer">cache</a> but then I thought how silly that was because the array was just generated.</p><ul><li>What is going on?</li><li>Why is processing a sorted array faster than processing an unsorted array?</li></ul><p>The code is summing up some independent terms so the order should not matter.</p>,Why is processing a sorted array faster than processing an unsorted array?,<java><c++><performance><optimization><branch-prediction>
4883,<p>How can I add an instance variable to a defined class at <b>runtime</b> and later get and set its value from outside of the class?</p><p>I'm looking for a metaprogramming solution that allows me to modify the class instance at runtime instead of modifying the source code that originally defined the class.  A few of the solutions explain how to declare instance variables in the class definitions but that is not what I am asking about.  </p>,Adding an instance variable to a class in Ruby,<ruby><metaprogramming>
63051,<p>How can I change the background column of an html table <strong>column</strong> when the mouse is over it?</p><p>Preferably with css only.</p>,html: hover table column,<javascript><html><css><css-tables>
4883,<p>How can I check whether a variable is defined in Ruby?  Is there an <code>isset</code>-type method available?</p>,Checking if a variable is defined?,<ruby><reflection>
49153,<p>How can I do that so whenever a user clicks a link we play a sound? Using javascript and jquery here.</p>,Playing sound notifications using Javascript?,<javascript><jquery><audio>
63051,<p>How can I find out the <code>instance id</code> of an ec2 instance from within the ec2 instance?</p>,How to get the instance id from within an ec2 instance?,<amazon-ec2><amazon-web-services>
6068,<p>How can I get a SQL dump of a SQL Server 2008 database? That is a .sql file with inserts to regenerate the data in another database much like mysqldump.</p>,How can I get a SQL dump of a SQL Server 2008 database?,<sql-server-2008><dump>
6068,<p>How can I get a timestamp in JavaScript?</p><p>Something similar to <a href="https://en.wikipedia.org/wiki/Unix_time" rel="noreferrer">Unix timestamp</a> that is a single number that represents the current time and date. Either as a number or a string.</p>,How do you get a timestamp in JavaScript?,<javascript><date><datetime><timestamp><unix-timestamp>
49153,<p>How can I get all the options of a select through jQuery by passing on its ID?</p><p>I am only looking to get their values not the text.</p>,How to get all options of a select using jQuery?,<javascript><jquery><jquery-selectors>
6068,<p>How can I get crash data (stack traces at least) from my Android application? At least when working on my own device being retrieved by cable but ideally from any instance of my application running on the wild so that I can improve it and make it more solid.</p>,How do I obtain crash-data from my Android application?,<android><crash><stack-trace>
6068,<p>How can I have lowercase plus underscore if possible routes in ASP.NET MVC? So that I would have <code>/dinners/details/2</code> call <code>DinnersController.Details(2)</code> and if possible <code>/dinners/more_details/2</code> call <code>DinnersController.MoreDetails(2)</code>?</p><p>All this while still using patterns like <code>{controller}/{action}/{id}</code>.</p>,How can I have lowercase routes in ASP.NET MVC?,<asp.net-mvc><url><routes><case>
179736,<p>How can I log my Python errors?</p><pre><code>try:    do_something()except:    # How can I log my exception here complete with its traceback?</code></pre>,Log exception with traceback,<python><exception><logging><error-handling>
6068,<p>How can I make Emacs show blank spaces (like a space a tab a line-jump etc). Many other editors like Kate and Eclipse have this feature and I find it very useful to see when code is indent-broken because of mix of spaces and tabs (particularly Python).</p>,How do I make Emacs show blank spaces?,<emacs><whitespace>
4883,<p>How can I make xargs execute the command exactly once for each line of input given?It's default behavior is to chunk the lines and execute the command once passing multiple lines to each instance. </p><blockquote>  <p>From <a href="http://en.wikipedia.org/wiki/Xargs" rel="noreferrer">http://en.wikipedia.org/wiki/Xargs</a>: </p>    <p>find /path -type f -print0 | xargs -0 rm</p>    <p>In this example find feeds the input of xargs with a long list of file names. xargs then splits this list into sublists and calls rm once for every sublist. This is more efficient than this functionally equivalent version:</p>    <p>find /path -type f -exec rm '{}' \;</p></blockquote><p>I know that find has the "exec" flag.  I am just quoting an illustrative example from another resource.</p>,Make xargs execute the command once for each line of input,<xargs>
49153,<p>How can I quickly validate if a string is alphabetic only e.g</p><pre><code>var str = "!";alert(isLetter(str)); // falsevar str = "a";alert(isLetter(str)); // true</code></pre><p>Edit : I would like to add parenthesis i.e <code>()</code> to an exception so </p><pre><code>var str = "(";</code></pre><p>or </p><pre><code>var str = ")";</code></pre><p>should also return true.</p>,Validating alphabetic only string in javascript,<javascript><jquery>
179736,<p>How can I raise an exception in Python so that it can later be caught via an <code>except</code> block?</p>,Manually raising (throwing) an exception in Python,<python><exception>
49153,<p>How can I select all textboxes and textareas e.g:</p><pre><code>&lt;input type='text' /&gt;</code></pre><p>and</p><pre><code>&lt;textarea&gt;&lt;/textarea&gt;</code></pre><p>on a page and have the property <code>style.width="90%";</code> applied to them?</p>,How to select all textareas and textboxes using jQuery?,<javascript><jquery>
49153,<p>How can I sort a treemap using its values rather than the key?</p>,How to sort a treemap based on its values?,<java><treemap>
49153,<p>How can I validate if the user has selected a file to upload?</p><p>Edit: bumped</p>,How to validate a file upload field using Javascript/jquery,<javascript><jquery>
49153,<p>How can I write two functions that would take a string and return if it starts with the specified character/string or ends with it?</p><p>For example:</p><pre><code>$str = '|apples}';echo startsWith($str '|'); //Returns trueecho endsWith($str '}'); //Returns true</code></pre>,startsWith() and endsWith() functions in PHP,<php><string>
89904,<p>How can i iterate bits in a byte array?</p>,Java Iterate Bits in Byte Array,<java><arrays><byte><bit><loops>
49153,<p>How can the following be accomplished in Magento?</p><ul><li><p>Display a "Hello World" message using a controller/view/model approach. So if I went to <code>http://example.com/myController</code> it would show the string 'Hello World'. Being able to show this string within the template of my website (for example the header footer etc.) will be a bonus.</p></li><li><p>How do I add a method to this controller (or a new controller if necessary) which interacts with a model and performs the query <code>Select * FROM articles where id='10'</code> and returns the row (containing the columns <code>id title content</code>) to the controller? And then use the controller to include a view which would display this row. So going to <code>http://example.com/myController/show_row</code> (or something similar) would display the row within a view. (No need to be fancy just a <code>echo $row-&gt;id;</code> or something similar would work.)</p></li></ul><p>Any other information about Magento's code structure will also be very helpful.</p>,How do I create a simple 'Hello World' module in Magento?,<php><magento><controller><magento-1.9>
4883,<p>How can you find out which process is listening on a port on Windows?</p>,How can you find out which process is listening on a port on Windows?,<windows><networking><port>
